crop_name,amount_usd,amount_tzs,trading_hub,recorded_date
COCONUT,79.46,206596.00,Tanga Coastal Exchange,2025-03-03
COCONUT,73.32,190632.00,Tabora Grain Yard,2025-03-03
COCONUT,82.02,213252.00,Kigoma Lake Hub,2025-03-03
MAIZE,50.12,130312.00,Dar Es Salaam Wholesale,2025-03-10
MAIZE,47.63,123838.00,Mwanza Central Hub,2025-03-10
MAIZE,51.45,133770.00,Arusha North Hub,2025-03-10
MAIZE,48.96,127296.00,Dodoma Wholesale Hub,2025-03-10
MAIZE,46.47,120822.00,Mbeya Border Market,2025-03-10
MAIZE,49.31,128206.00,Tanga Coastal Exchange,2025-03-10
MAIZE,45.38,117988.00,Tabora Grain Yard,2025-03-10
MAIZE,50.62,131612.00,Kigoma Lake Hub,2025-03-10
RICE,66.83,173758.00,Dar Es Salaam Wholesale,2025-03-10
RICE,63.65,165490.00,Mwanza Central Hub,2025-03-10
RICE,68.91,179166.00,Arusha North Hub,2025-03-10
RICE,65.73,170898.00,Dodoma Wholesale Hub,2025-03-10
RICE,62.54,162604.00,Mbeya Border Market,2025-03-10
RICE,66.52,172952.00,Tanga Coastal Exchange,2025-03-10
RICE,61.37,159562.00,Tabora Grain Yard,2025-03-10
RICE,68.62,178412.00,Kigoma Lake Hub,2025-03-10
BEANS,77.29,200954.00,Dar Es Salaam Wholesale,2025-03-10
BEANS,73.50,191100.00,Mwanza Central Hub,2025-03-10
BEANS,79.46,206596.00,Arusha North Hub,2025-03-10
BEANS,75.67,196742.00,Dodoma Wholesale Hub,2025-03-10
BEANS,71.88,186888.00,Mbeya Border Market,2025-03-10
BEANS,76.33,198458.00,Tanga Coastal Exchange,2025-03-10
BEANS,70.30,182780.00,Tabora Grain Yard,2025-03-10
BEANS,78.47,204022.00,Kigoma Lake Hub,2025-03-10
WHEAT,45.13,117338.00,Dar Es Salaam Wholesale,2025-03-10
WHEAT,42.94,111644.00,Mwanza Central Hub,2025-03-10
WHEAT,46.45,120770.00,Arusha North Hub,2025-03-10
WHEAT,44.27,115102.00,Dodoma Wholesale Hub,2025-03-10
WHEAT,42.08,109408.00,Mbeya Border Market,2025-03-10
WHEAT,44.72,116272.00,Tanga Coastal Exchange,2025-03-10
WHEAT,41.22,107172.00,Tabora Grain Yard,2025-03-10
WHEAT,46.05,119730.00,Kigoma Lake Hub,2025-03-10
SORGHUM,38.41,99866.00,Dar Es Salaam Wholesale,2025-03-10
SORGHUM,36.56,95056.00,Mwanza Central Hub,2025-03-10
SORGHUM,39.56,102856.00,Arusha North Hub,2025-03-10
SORGHUM,37.71,98046.00,Dodoma Wholesale Hub,2025-03-10
SORGHUM,35.85,93210.00,Mbeya Border Market,2025-03-10
SORGHUM,38.11,99086.00,Tanga Coastal Exchange,2025-03-10
SORGHUM,35.13,91338.00,Tabora Grain Yard,2025-03-10
SORGHUM,39.25,102050.00,Kigoma Lake Hub,2025-03-10
CASSAVA,25.00,65000.00,Dar Es Salaam Wholesale,2025-03-10
CASSAVA,23.77,61802.00,Mwanza Central Hub,2025-03-10
CASSAVA,25.68,66768.00,Arusha North Hub,2025-03-10
CASSAVA,24.45,63570.00,Dodoma Wholesale Hub,2025-03-10
CASSAVA,23.22,60372.00,Mbeya Border Market,2025-03-10
CASSAVA,24.65,64090.00,Tanga Coastal Exchange,2025-03-10
CASSAVA,22.70,59020.00,Tabora Grain Yard,2025-03-10
CASSAVA,25.34,65884.00,Kigoma Lake Hub,2025-03-10
POTATO,29.80,77480.00,Dar Es Salaam Wholesale,2025-03-10
POTATO,28.39,73814.00,Mwanza Central Hub,2025-03-10
POTATO,30.74,79924.00,Arusha North Hub,2025-03-10
POTATO,29.33,76258.00,Dodoma Wholesale Hub,2025-03-10
POTATO,27.91,72566.00,Mbeya Border Market,2025-03-10
POTATO,29.69,77194.00,Tanga Coastal Exchange,2025-03-10
POTATO,27.39,71214.00,Tabora Grain Yard,2025-03-10
POTATO,30.63,79638.00,Kigoma Lake Hub,2025-03-10
GROUNDNUT,70.34,182884.00,Dar Es Salaam Wholesale,2025-03-10
GROUNDNUT,66.83,173758.00,Mwanza Central Hub,2025-03-10
GROUNDNUT,72.18,187668.00,Arusha North Hub,2025-03-10
GROUNDNUT,68.67,178542.00,Dodoma Wholesale Hub,2025-03-10
GROUNDNUT,65.18,169468.00,Mbeya Border Market,2025-03-10
GROUNDNUT,69.16,179816.00,Tanga Coastal Exchange,2025-03-10
GROUNDNUT,63.64,165464.00,Tabora Grain Yard,2025-03-10
GROUNDNUT,70.99,184574.00,Kigoma Lake Hub,2025-03-10
SUNFLOWER,51.36,133536.00,Dar Es Salaam Wholesale,2025-03-10
SUNFLOWER,48.95,127270.00,Mwanza Central Hub,2025-03-10
SUNFLOWER,53.04,137904.00,Arusha North Hub,2025-03-10
SUNFLOWER,50.62,131612.00,Dodoma Wholesale Hub,2025-03-10
SUNFLOWER,48.19,125294.00,Mbeya Border Market,2025-03-10
SUNFLOWER,51.28,133328.00,Tanga Coastal Exchange,2025-03-10
SUNFLOWER,47.34,123084.00,Tabora Grain Yard,2025-03-10
SUNFLOWER,52.96,137696.00,Kigoma Lake Hub,2025-03-10
COFFEE,76.01,197626.00,Dar Es Salaam Wholesale,2025-03-10
COFFEE,72.21,187746.00,Mwanza Central Hub,2025-03-10
COFFEE,77.98,202748.00,Arusha North Hub,2025-03-10
COFFEE,74.18,192868.00,Dodoma Wholesale Hub,2025-03-10
COFFEE,70.40,183040.00,Mbeya Border Market,2025-03-10
COFFEE,74.68,194168.00,Tanga Coastal Exchange,2025-03-10
COFFEE,68.71,178646.00,Tabora Grain Yard,2025-03-10
COFFEE,76.62,199212.00,Kigoma Lake Hub,2025-03-10
CASHEW,88.95,231270.00,Dar Es Salaam Wholesale,2025-03-10
CASHEW,84.75,220350.00,Mwanza Central Hub,2025-03-10
CASHEW,91.79,238654.00,Arusha North Hub,2025-03-10
CASHEW,87.58,227708.00,Dodoma Wholesale Hub,2025-03-10
CASHEW,83.36,216736.00,Mbeya Border Market,2025-03-10
CASHEW,88.70,230620.00,Tanga Coastal Exchange,2025-03-10
CASHEW,81.86,212836.00,Tabora Grain Yard,2025-03-10
CASHEW,91.56,238056.00,Kigoma Lake Hub,2025-03-10
COCONUT,82.42,214292.00,Dar Es Salaam Wholesale,2025-03-10
COCONUT,78.34,203684.00,Mwanza Central Hub,2025-03-10
COCONUT,84.65,220090.00,Arusha North Hub,2025-03-10
COCONUT,80.57,209482.00,Dodoma Wholesale Hub,2025-03-10
COCONUT,76.50,198900.00,Mbeya Border Market,2025-03-10
COCONUT,81.19,211094.00,Tanga Coastal Exchange,2025-03-10
COCONUT,74.73,194298.00,Tabora Grain Yard,2025-03-10
COCONUT,83.38,216788.00,Kigoma Lake Hub,2025-03-10
MAIZE,48.85,127010.00,Dar Es Salaam Wholesale,2025-03-17
MAIZE,46.53,120978.00,Mwanza Central Hub,2025-03-17
MAIZE,50.38,130988.00,Arusha North Hub,2025-03-17
MAIZE,48.06,124956.00,Dodoma Wholesale Hub,2025-03-17
MAIZE,45.74,118924.00,Mbeya Border Market,2025-03-17
MAIZE,48.66,126516.00,Tanga Coastal Exchange,2025-03-17
MAIZE,44.89,116714.00,Tabora Grain Yard,2025-03-17
MAIZE,50.21,130546.00,Kigoma Lake Hub,2025-03-17
RICE,70.79,184054.00,Dar Es Salaam Wholesale,2025-03-17
RICE,67.31,175006.00,Mwanza Central Hub,2025-03-17
RICE,72.75,189150.00,Arusha North Hub,2025-03-17
RICE,69.27,180102.00,Dodoma Wholesale Hub,2025-03-17
RICE,65.79,171054.00,Mbeya Border Market,2025-03-17
RICE,69.85,181610.00,Tanga Coastal Exchange,2025-03-17
RICE,64.32,167232.00,Tabora Grain Yard,2025-03-17
RICE,71.78,186628.00,Kigoma Lake Hub,2025-03-17
BEANS,71.72,186472.00,Dar Es Salaam Wholesale,2025-03-17
BEANS,68.25,177450.00,Mwanza Central Hub,2025-03-17
BEANS,73.85,192010.00,Arusha North Hub,2025-03-17
BEANS,70.38,182988.00,Dodoma Wholesale Hub,2025-03-17
BEANS,66.92,173992.00,Mbeya Border Market,2025-03-17
BEANS,71.13,184938.00,Tanga Coastal Exchange,2025-03-17
BEANS,65.58,170508.00,Tabora Grain Yard,2025-03-17
BEANS,73.29,190554.00,Kigoma Lake Hub,2025-03-17
WHEAT,48.87,127062.00,Dar Es Salaam Wholesale,2025-03-17
WHEAT,46.51,120926.00,Mwanza Central Hub,2025-03-17
WHEAT,50.32,130832.00,Arusha North Hub,2025-03-17
WHEAT,47.95,124670.00,Dodoma Wholesale Hub,2025-03-17
WHEAT,45.59,118534.00,Mbeya Border Market,2025-03-17
WHEAT,48.44,125944.00,Tanga Coastal Exchange,2025-03-17
WHEAT,44.65,116090.00,Tabora Grain Yard,2025-03-17
WHEAT,49.87,129662.00,Kigoma Lake Hub,2025-03-17
SORGHUM,35.93,93418.00,Dar Es Salaam Wholesale,2025-03-17
SORGHUM,34.16,88816.00,Mwanza Central Hub,2025-03-17
SORGHUM,36.92,95992.00,Arusha North Hub,2025-03-17
SORGHUM,35.15,91390.00,Dodoma Wholesale Hub,2025-03-17
SORGHUM,33.39,86814.00,Mbeya Border Market,2025-03-17
SORGHUM,35.46,92196.00,Tanga Coastal Exchange,2025-03-17
SORGHUM,32.66,84916.00,Tabora Grain Yard,2025-03-17
SORGHUM,36.46,94796.00,Kigoma Lake Hub,2025-03-17
CASSAVA,26.11,67886.00,Dar Es Salaam Wholesale,2025-03-17
CASSAVA,24.87,64662.00,Mwanza Central Hub,2025-03-17
CASSAVA,26.93,70018.00,Arusha North Hub,2025-03-17
CASSAVA,25.69,66794.00,Dodoma Wholesale Hub,2025-03-17
CASSAVA,24.44,63544.00,Mbeya Border Market,2025-03-17
CASSAVA,25.99,67574.00,Tanga Coastal Exchange,2025-03-17
CASSAVA,23.98,62348.00,Tabora Grain Yard,2025-03-17
CASSAVA,26.81,69706.00,Kigoma Lake Hub,2025-03-17
POTATO,29.64,77064.00,Dar Es Salaam Wholesale,2025-03-17
POTATO,28.16,73216.00,Mwanza Central Hub,2025-03-17
POTATO,30.42,79092.00,Arusha North Hub,2025-03-17
POTATO,28.94,75244.00,Dodoma Wholesale Hub,2025-03-17
POTATO,27.47,71422.00,Mbeya Border Market,2025-03-17
POTATO,29.15,75790.00,Tanga Coastal Exchange,2025-03-17
POTATO,26.83,69758.00,Tabora Grain Yard,2025-03-17
POTATO,29.93,77818.00,Kigoma Lake Hub,2025-03-17
GROUNDNUT,67.72,176072.00,Dar Es Salaam Wholesale,2025-03-17
GROUNDNUT,64.53,167778.00,Mwanza Central Hub,2025-03-17
GROUNDNUT,69.91,181766.00,Arusha North Hub,2025-03-17
GROUNDNUT,66.72,173472.00,Dodoma Wholesale Hub,2025-03-17
GROUNDNUT,63.52,165152.00,Mbeya Border Market,2025-03-17
GROUNDNUT,67.59,175734.00,Tanga Coastal Exchange,2025-03-17
GROUNDNUT,62.39,162214.00,Tabora Grain Yard,2025-03-17
GROUNDNUT,69.80,181480.00,Kigoma Lake Hub,2025-03-17
SUNFLOWER,51.76,134576.00,Dar Es Salaam Wholesale,2025-03-17
SUNFLOWER,49.17,127842.00,Mwanza Central Hub,2025-03-17
SUNFLOWER,53.10,138060.00,Arusha North Hub,2025-03-17
SUNFLOWER,50.51,131326.00,Dodoma Wholesale Hub,2025-03-17
SUNFLOWER,47.93,124618.00,Mbeya Border Market,2025-03-17
SUNFLOWER,50.84,132184.00,Tanga Coastal Exchange,2025-03-17
SUNFLOWER,46.78,121628.00,Tabora Grain Yard,2025-03-17
SUNFLOWER,56.51,146926.00,Kigoma Lake Hub,2025-03-17
COFFEE,78.03,202878.00,Dar Es Salaam Wholesale,2025-03-17
COFFEE,74.35,193310.00,Mwanza Central Hub,2025-03-17
COFFEE,80.53,209378.00,Arusha North Hub,2025-03-17
COFFEE,76.85,199810.00,Dodoma Wholesale Hub,2025-03-17
COFFEE,73.15,190190.00,Mbeya Border Market,2025-03-17
COFFEE,77.84,202384.00,Tanga Coastal Exchange,2025-03-17
COFFEE,71.84,186784.00,Tabora Grain Yard,2025-03-17
COFFEE,80.36,208936.00,Kigoma Lake Hub,2025-03-17
CASHEW,90.55,235430.00,Dar Es Salaam Wholesale,2025-03-17
CASHEW,86.05,223730.00,Mwanza Central Hub,2025-03-17
CASHEW,92.97,241722.00,Arusha North Hub,2025-03-17
CASHEW,88.47,230022.00,Dodoma Wholesale Hub,2025-03-17
CASHEW,83.99,218374.00,Mbeya Border Market,2025-03-17
CASHEW,89.13,231738.00,Tanga Coastal Exchange,2025-03-17
CASHEW,82.03,213278.00,Tabora Grain Yard,2025-03-17
CASHEW,91.51,237926.00,Kigoma Lake Hub,2025-03-17
COCONUT,78.36,203736.00,Dar Es Salaam Wholesale,2025-03-17
COCONUT,74.62,194012.00,Mwanza Central Hub,2025-03-17
COCONUT,80.78,210028.00,Arusha North Hub,2025-03-17
COCONUT,77.04,200304.00,Dodoma Wholesale Hub,2025-03-17
COCONUT,73.29,190554.00,Mbeya Border Market,2025-03-17
COCONUT,77.95,202670.00,Tanga Coastal Exchange,2025-03-17
COCONUT,71.90,186940.00,Tabora Grain Yard,2025-03-17
COCONUT,80.39,209014.00,Kigoma Lake Hub,2025-03-17
MAIZE,51.15,132990.00,Dar Es Salaam Wholesale,2025-03-24
MAIZE,48.62,126412.00,Mwanza Central Hub,2025-03-24
MAIZE,52.55,136630.00,Arusha North Hub,2025-03-24
MAIZE,50.02,130052.00,Dodoma Wholesale Hub,2025-03-24
MAIZE,47.50,123500.00,Mbeya Border Market,2025-03-24
MAIZE,50.42,131092.00,Tanga Coastal Exchange,2025-03-24
MAIZE,46.42,120692.00,Tabora Grain Yard,2025-03-24
MAIZE,51.80,134680.00,Kigoma Lake Hub,2025-03-24
RICE,66.08,171808.00,Dar Es Salaam Wholesale,2025-03-24
RICE,62.90,163540.00,Mwanza Central Hub,2025-03-24
RICE,68.07,176982.00,Arusha North Hub,2025-03-24
RICE,64.89,168714.00,Dodoma Wholesale Hub,2025-03-24
RICE,61.71,160446.00,Mbeya Border Market,2025-03-24
RICE,65.60,170560.00,Tanga Coastal Exchange,2025-03-24
RICE,60.50,157300.00,Tabora Grain Yard,2025-03-24
RICE,67.62,175812.00,Kigoma Lake Hub,2025-03-24
BEANS,77.68,201968.00,Dar Es Salaam Wholesale,2025-03-24
BEANS,73.91,192166.00,Mwanza Central Hub,2025-03-24
BEANS,79.94,207844.00,Arusha North Hub,2025-03-24
BEANS,76.17,198042.00,Dodoma Wholesale Hub,2025-03-24
BEANS,72.40,188240.00,Mbeya Border Market,2025-03-24
BEANS,76.92,199992.00,Tanga Coastal Exchange,2025-03-24
BEANS,70.88,184288.00,Tabora Grain Yard,2025-03-24
BEANS,79.16,205816.00,Kigoma Lake Hub,2025-03-24
WHEAT,45.41,118066.00,Dar Es Salaam Wholesale,2025-03-24
WHEAT,43.19,112294.00,Mwanza Central Hub,2025-03-24
WHEAT,46.69,121394.00,Arusha North Hub,2025-03-24
WHEAT,44.46,115596.00,Dodoma Wholesale Hub,2025-03-24
WHEAT,42.24,109824.00,Mbeya Border Market,2025-03-24
WHEAT,44.87,116662.00,Tanga Coastal Exchange,2025-03-24
WHEAT,41.33,107458.00,Tabora Grain Yard,2025-03-24
WHEAT,46.15,119990.00,Kigoma Lake Hub,2025-03-24
SORGHUM,37.98,98748.00,Dar Es Salaam Wholesale,2025-03-24
SORGHUM,36.17,94042.00,Mwanza Central Hub,2025-03-24
SORGHUM,39.16,101816.00,Arusha North Hub,2025-03-24
SORGHUM,37.34,97084.00,Dodoma Wholesale Hub,2025-03-24
SORGHUM,35.52,92352.00,Mbeya Border Market,2025-03-24
SORGHUM,37.77,98202.00,Tanga Coastal Exchange,2025-03-24
SORGHUM,34.84,90584.00,Tabora Grain Yard,2025-03-24
SORGHUM,38.95,101270.00,Kigoma Lake Hub,2025-03-24
CASSAVA,25.54,66404.00,Dar Es Salaam Wholesale,2025-03-24
CASSAVA,24.27,63102.00,Mwanza Central Hub,2025-03-24
CASSAVA,26.22,68172.00,Arusha North Hub,2025-03-24
CASSAVA,24.95,64870.00,Dodoma Wholesale Hub,2025-03-24
CASSAVA,23.69,61594.00,Mbeya Border Market,2025-03-24
CASSAVA,25.14,65364.00,Tanga Coastal Exchange,2025-03-24
CASSAVA,23.14,60164.00,Tabora Grain Yard,2025-03-24
CASSAVA,25.81,67106.00,Kigoma Lake Hub,2025-03-24
POTATO,29.10,75660.00,Dar Es Salaam Wholesale,2025-03-24
POTATO,27.73,72098.00,Mwanza Central Hub,2025-03-24
POTATO,30.04,78104.00,Arusha North Hub,2025-03-24
POTATO,28.66,74516.00,Dodoma Wholesale Hub,2025-03-24
POTATO,27.28,70928.00,Mbeya Border Market,2025-03-24
POTATO,29.03,75478.00,Tanga Coastal Exchange,2025-03-24
POTATO,26.79,69654.00,Tabora Grain Yard,2025-03-24
POTATO,29.97,77922.00,Kigoma Lake Hub,2025-03-24
GROUNDNUT,66.80,173680.00,Dar Es Salaam Wholesale,2025-03-24
GROUNDNUT,68.75,178750.00,Mwanza Central Hub,2025-03-24
GROUNDNUT,74.25,193050.00,Arusha North Hub,2025-03-24
GROUNDNUT,70.64,183664.00,Dodoma Wholesale Hub,2025-03-24
GROUNDNUT,67.04,174304.00,Mbeya Border Market,2025-03-24
GROUNDNUT,71.12,184912.00,Tanga Coastal Exchange,2025-03-24
GROUNDNUT,65.44,170144.00,Tabora Grain Yard,2025-03-24
GROUNDNUT,72.99,189774.00,Kigoma Lake Hub,2025-03-24
SUNFLOWER,54.20,140920.00,Dar Es Salaam Wholesale,2025-03-24
SUNFLOWER,51.65,134290.00,Mwanza Central Hub,2025-03-24
SUNFLOWER,55.95,145470.00,Arusha North Hub,2025-03-24
SUNFLOWER,53.39,138814.00,Dodoma Wholesale Hub,2025-03-24
SUNFLOWER,50.83,132158.00,Mbeya Border Market,2025-03-24
SUNFLOWER,54.08,140608.00,Tanga Coastal Exchange,2025-03-24
SUNFLOWER,49.92,129792.00,Tabora Grain Yard,2025-03-24
SUNFLOWER,55.84,145184.00,Kigoma Lake Hub,2025-03-24
COFFEE,78.09,203034.00,Dar Es Salaam Wholesale,2025-03-24
COFFEE,74.21,192946.00,Mwanza Central Hub,2025-03-24
COFFEE,80.16,208416.00,Arusha North Hub,2025-03-24
COFFEE,76.27,198302.00,Dodoma Wholesale Hub,2025-03-24
COFFEE,72.40,188240.00,Mbeya Border Market,2025-03-24
COFFEE,76.82,199732.00,Tanga Coastal Exchange,2025-03-24
COFFEE,70.70,183820.00,Tabora Grain Yard,2025-03-24
COFFEE,78.86,205036.00,Kigoma Lake Hub,2025-03-24
CASHEW,87.21,226746.00,Dar Es Salaam Wholesale,2025-03-24
CASHEW,83.06,215956.00,Mwanza Central Hub,2025-03-24
CASHEW,89.93,233818.00,Arusha North Hub,2025-03-24
CASHEW,85.77,223002.00,Dodoma Wholesale Hub,2025-03-24
CASHEW,81.62,212212.00,Mbeya Border Market,2025-03-24
CASHEW,86.81,225706.00,Tanga Coastal Exchange,2025-03-24
CASHEW,80.09,208234.00,Tabora Grain Yard,2025-03-24
CASHEW,89.57,232882.00,Kigoma Lake Hub,2025-03-24
COCONUT,83.66,217516.00,Dar Es Salaam Wholesale,2025-03-24
COCONUT,79.55,206830.00,Mwanza Central Hub,2025-03-24
COCONUT,86.00,223600.00,Arusha North Hub,2025-03-24
COCONUT,81.89,212914.00,Dodoma Wholesale Hub,2025-03-24
COCONUT,77.79,202254.00,Mbeya Border Market,2025-03-24
COCONUT,82.60,214760.00,Tanga Coastal Exchange,2025-03-24
COCONUT,76.07,197782.00,Tabora Grain Yard,2025-03-24
COCONUT,84.91,220766.00,Kigoma Lake Hub,2025-03-24
MAIZE,48.14,125164.00,Dar Es Salaam Wholesale,2025-03-31
MAIZE,45.84,119184.00,Mwanza Central Hub,2025-03-31
MAIZE,49.61,128986.00,Arusha North Hub,2025-03-31
MAIZE,47.31,123006.00,Dodoma Wholesale Hub,2025-03-31
MAIZE,45.00,117000.00,Mbeya Border Market,2025-03-31
MAIZE,47.85,124410.00,Tanga Coastal Exchange,2025-03-31
MAIZE,44.13,114738.00,Tabora Grain Yard,2025-03-31
MAIZE,49.33,128258.00,Kigoma Lake Hub,2025-03-31
RICE,71.40,185640.00,Dar Es Salaam Wholesale,2025-03-31
RICE,67.92,176592.00,Mwanza Central Hub,2025-03-31
RICE,73.45,190970.00,Arusha North Hub,2025-03-31
RICE,69.97,181922.00,Dodoma Wholesale Hub,2025-03-31
RICE,66.49,172874.00,Mbeya Border Market,2025-03-31
RICE,70.63,183638.00,Tanga Coastal Exchange,2025-03-31
RICE,65.07,169182.00,Tabora Grain Yard,2025-03-31
RICE,72.66,188916.00,Kigoma Lake Hub,2025-03-31
BEANS,71.89,186914.00,Dar Es Salaam Wholesale,2025-03-31
BEANS,68.38,177788.00,Mwanza Central Hub,2025-03-31
BEANS,73.94,192244.00,Arusha North Hub,2025-03-31
BEANS,70.43,183118.00,Dodoma Wholesale Hub,2025-03-31
BEANS,66.93,174018.00,Mbeya Border Market,2025-03-31
BEANS,71.10,184860.00,Tanga Coastal Exchange,2025-03-31
BEANS,65.51,170326.00,Tabora Grain Yard,2025-03-31
BEANS,73.16,190216.00,Kigoma Lake Hub,2025-03-31
WHEAT,48.48,126048.00,Dar Es Salaam Wholesale,2025-03-31
WHEAT,46.17,120042.00,Mwanza Central Hub,2025-03-31
WHEAT,49.97,129922.00,Arusha North Hub,2025-03-31
WHEAT,47.65,123890.00,Dodoma Wholesale Hub,2025-03-31
WHEAT,45.32,117832.00,Mbeya Border Market,2025-03-31
WHEAT,48.18,125268.00,Tanga Coastal Exchange,2025-03-31
WHEAT,44.43,115518.00,Tabora Grain Yard,2025-03-31
WHEAT,49.66,129116.00,Kigoma Lake Hub,2025-03-31
SORGHUM,36.61,95186.00,Dar Es Salaam Wholesale,2025-03-31
SORGHUM,34.79,90454.00,Mwanza Central Hub,2025-03-31
SORGHUM,37.59,97734.00,Arusha North Hub,2025-03-31
SORGHUM,35.77,93002.00,Dodoma Wholesale Hub,2025-03-31
SORGHUM,33.96,88296.00,Mbeya Border Market,2025-03-31
SORGHUM,36.05,93730.00,Tanga Coastal Exchange,2025-03-31
SORGHUM,33.18,86268.00,Tabora Grain Yard,2025-03-31
SORGHUM,37.03,96278.00,Kigoma Lake Hub,2025-03-31
CASSAVA,25.55,66430.00,Dar Es Salaam Wholesale,2025-03-31
CASSAVA,24.34,63284.00,Mwanza Central Hub,2025-03-31
CASSAVA,26.37,68562.00,Arusha North Hub,2025-03-31
CASSAVA,25.16,65416.00,Dodoma Wholesale Hub,2025-03-31
CASSAVA,23.95,62270.00,Mbeya Border Market,2025-03-31
CASSAVA,25.48,66248.00,Tanga Coastal Exchange,2025-03-31
CASSAVA,23.51,61126.00,Tabora Grain Yard,2025-03-31
CASSAVA,26.30,68380.00,Kigoma Lake Hub,2025-03-31
POTATO,30.47,79222.00,Dar Es Salaam Wholesale,2025-03-31
POTATO,28.95,75270.00,Mwanza Central Hub,2025-03-31
POTATO,31.27,81302.00,Arusha North Hub,2025-03-31
POTATO,29.75,77350.00,Dodoma Wholesale Hub,2025-03-31
POTATO,28.23,73398.00,Mbeya Border Market,2025-03-31
POTATO,29.95,77870.00,Tanga Coastal Exchange,2025-03-31
POTATO,27.56,71656.00,Tabora Grain Yard,2025-03-31
POTATO,30.74,79924.00,Kigoma Lake Hub,2025-03-31
GROUNDNUT,71.40,185640.00,Dar Es Salaam Wholesale,2025-03-31
GROUNDNUT,68.04,176904.00,Mwanza Central Hub,2025-03-31
GROUNDNUT,73.71,191646.00,Arusha North Hub,2025-03-31
GROUNDNUT,70.34,182884.00,Dodoma Wholesale Hub,2025-03-31
GROUNDNUT,66.96,174096.00,Mbeya Border Market,2025-03-31
GROUNDNUT,71.25,185250.00,Tanga Coastal Exchange,2025-03-31
GROUNDNUT,65.77,171002.00,Tabora Grain Yard,2025-03-31
GROUNDNUT,73.57,191282.00,Kigoma Lake Hub,2025-03-31
SUNFLOWER,53.27,138502.00,Dar Es Salaam Wholesale,2025-03-31
SUNFLOWER,50.61,131586.00,Mwanza Central Hub,2025-03-31
SUNFLOWER,54.66,142116.00,Arusha North Hub,2025-03-31
SUNFLOWER,52.01,135226.00,Dodoma Wholesale Hub,2025-03-31
SUNFLOWER,49.36,128336.00,Mbeya Border Market,2025-03-31
SUNFLOWER,52.37,136162.00,Tanga Coastal Exchange,2025-03-31
SUNFLOWER,48.19,125294.00,Tabora Grain Yard,2025-03-31
SUNFLOWER,53.75,139750.00,Kigoma Lake Hub,2025-03-31
COFFEE,76.34,198484.00,Dar Es Salaam Wholesale,2025-03-31
COFFEE,72.71,189046.00,Mwanza Central Hub,2025-03-31
COFFEE,78.74,204724.00,Arusha North Hub,2025-03-31
COFFEE,75.12,195312.00,Dodoma Wholesale Hub,2025-03-31
COFFEE,71.48,185848.00,Mbeya Border Market,2025-03-31
COFFEE,76.05,197730.00,Tanga Coastal Exchange,2025-03-31
COFFEE,70.17,182442.00,Tabora Grain Yard,2025-03-31
COFFEE,78.48,204048.00,Kigoma Lake Hub,2025-03-31
CASHEW,92.19,239694.00,Dar Es Salaam Wholesale,2025-03-31
CASHEW,87.65,227890.00,Mwanza Central Hub,2025-03-31
CASHEW,94.73,246298.00,Arusha North Hub,2025-03-31
CASHEW,90.20,234520.00,Dodoma Wholesale Hub,2025-03-31
CASHEW,85.66,222716.00,Mbeya Border Market,2025-03-31
CASHEW,90.94,236444.00,Tanga Coastal Exchange,2025-03-31
CASHEW,83.74,217724.00,Tabora Grain Yard,2025-03-31
CASHEW,93.46,242996.00,Kigoma Lake Hub,2025-03-31
COCONUT,77.70,202020.00,Dar Es Salaam Wholesale,2025-03-31
COCONUT,73.95,192270.00,Mwanza Central Hub,2025-03-31
COCONUT,80.01,208026.00,Arusha North Hub,2025-03-31
COCONUT,76.26,198276.00,Dodoma Wholesale Hub,2025-03-31
COCONUT,72.52,188552.00,Mbeya Border Market,2025-03-31
COCONUT,77.08,200408.00,Tanga Coastal Exchange,2025-03-31
COCONUT,71.07,184782.00,Tabora Grain Yard,2025-03-31
COCONUT,79.42,206492.00,Kigoma Lake Hub,2025-03-31
MAIZE,52.28,135928.00,Dar Es Salaam Wholesale,2025-04-07
MAIZE,49.72,129272.00,Mwanza Central Hub,2025-04-07
MAIZE,53.76,139776.00,Arusha North Hub,2025-04-07
MAIZE,51.20,133120.00,Dodoma Wholesale Hub,2025-04-07
MAIZE,48.65,126490.00,Mbeya Border Market,2025-04-07
MAIZE,51.66,134316.00,Tanga Coastal Exchange,2025-04-07
MAIZE,47.59,123734.00,Tabora Grain Yard,2025-04-07
MAIZE,53.13,138138.00,Kigoma Lake Hub,2025-04-07
RICE,65.33,169858.00,Dar Es Salaam Wholesale,2025-04-07
RICE,62.15,161590.00,Mwanza Central Hub,2025-04-07
RICE,67.22,174772.00,Arusha North Hub,2025-04-07
RICE,64.04,166504.00,Dodoma Wholesale Hub,2025-04-07
RICE,60.87,158262.00,Mbeya Border Market,2025-04-07
RICE,64.68,168168.00,Tanga Coastal Exchange,2025-04-07
RICE,59.61,154986.00,Tabora Grain Yard,2025-04-07
RICE,66.59,173134.00,Kigoma Lake Hub,2025-04-07
BEANS,75.20,195520.00,Dar Es Salaam Wholesale,2025-04-07
BEANS,71.59,186134.00,Mwanza Central Hub,2025-04-07
BEANS,77.48,201448.00,Arusha North Hub,2025-04-07
BEANS,73.87,192062.00,Dodoma Wholesale Hub,2025-04-07
BEANS,70.24,182624.00,Mbeya Border Market,2025-04-07
BEANS,74.67,194142.00,Tanga Coastal Exchange,2025-04-07
